i01	V(vhd)
1.960000000000052e-004	-6.083583e-001
1.970000000000052e-004	-6.085393e-001
1.980000000000052e-004	-6.086522e-001
1.990000000000052e-004	-6.087349e-001
2.000000000000052e-004	-6.088029e-001
2.010000000000052e-004	-6.088622e-001
2.020000000000052e-004	-6.089152e-001
2.030000000000052e-004	-6.089636e-001
2.040000000000052e-004	-6.090083e-001
2.050000000000052e-004	-6.090501e-001
2.060000000000051e-004	-6.090906e-001
2.070000000000051e-004	-6.091275e-001
2.080000000000051e-004	-6.091627e-001
2.090000000000051e-004	-6.091964e-001
2.100000000000051e-004	-6.092286e-001
2.110000000000051e-004	-6.092595e-001
2.120000000000051e-004	-6.092893e-001
2.130000000000051e-004	-6.093181e-001
2.140000000000051e-004	-6.093459e-001
2.150000000000051e-004	-6.093728e-001
2.160000000000051e-004	-6.093989e-001
2.170000000000051e-004	-6.094242e-001
2.180000000000051e-004	-6.094488e-001
2.190000000000051e-004	-6.094727e-001
2.200000000000051e-004	-6.094960e-001
2.210000000000051e-004	-6.095186e-001
2.220000000000051e-004	-6.095408e-001
2.230000000000051e-004	-6.095623e-001
2.240000000000051e-004	-6.095834e-001
2.250000000000051e-004	-6.096039e-001
2.260000000000051e-004	-6.096240e-001
2.270000000000051e-004	-6.096436e-001
2.280000000000051e-004	-6.096628e-001
2.290000000000051e-004	-6.096815e-001
2.300000000000051e-004	-6.096999e-001
2.310000000000051e-004	-6.097178e-001
2.320000000000051e-004	-6.097354e-001
2.330000000000051e-004	-6.097527e-001
2.340000000000051e-004	-6.097695e-001
2.350000000000051e-004	-6.097860e-001
2.360000000000051e-004	-6.098022e-001
2.370000000000051e-004	-6.098181e-001
2.380000000000051e-004	-6.098336e-001
2.390000000000051e-004	-6.098489e-001
2.400000000000051e-004	-6.098638e-001
2.410000000000050e-004	-6.098784e-001
2.420000000000050e-004	-6.098928e-001
2.430000000000050e-004	-6.099069e-001
2.440000000000050e-004	-6.099206e-001
2.450000000000050e-004	-6.099342e-001
2.460000000000051e-004	-6.099474e-001
2.470000000000051e-004	-6.099604e-001
2.480000000000051e-004	-6.099732e-001
2.490000000000051e-004	-6.099857e-001
2.500000000000052e-004	-6.099980e-001
2.510000000000052e-004	-6.100100e-001
2.520000000000052e-004	-6.100218e-001
2.530000000000052e-004	-6.100334e-001
2.540000000000053e-004	-6.100447e-001
2.550000000000053e-004	-6.100559e-001
2.560000000000053e-004	-6.100668e-001
2.570000000000053e-004	-6.100774e-001
2.580000000000054e-004	-6.100879e-001
2.590000000000054e-004	-6.100982e-001
2.600000000000054e-004	-6.101083e-001
2.610000000000054e-004	-6.101182e-001
2.620000000000055e-004	-6.101279e-001
2.630000000000055e-004	-6.101373e-001
2.640000000000055e-004	-6.101466e-001
2.650000000000055e-004	-6.101557e-001
2.660000000000055e-004	-6.101646e-001
2.670000000000056e-004	-6.101734e-001
2.680000000000056e-004	-6.101820e-001
2.690000000000056e-004	-6.101903e-001
2.700000000000056e-004	-6.101986e-001
2.710000000000057e-004	-6.102066e-001
2.720000000000057e-004	-6.102145e-001
2.730000000000057e-004	-6.102222e-001
2.740000000000057e-004	-6.102298e-001
2.750000000000058e-004	-6.102372e-001
2.760000000000058e-004	-6.102444e-001
2.770000000000058e-004	-6.102515e-001
2.780000000000058e-004	-6.102584e-001
2.790000000000059e-004	-6.102652e-001
2.800000000000059e-004	-6.102718e-001
2.810000000000059e-004	-6.102783e-001
2.820000000000059e-004	-6.102846e-001
2.830000000000060e-004	-6.102908e-001
2.840000000000060e-004	-6.102969e-001
2.850000000000060e-004	-6.103028e-001
2.860000000000060e-004	-6.103086e-001
2.870000000000061e-004	-6.103142e-001
2.880000000000061e-004	-6.103198e-001
2.890000000000061e-004	-6.103252e-001
2.900000000000061e-004	-6.103305e-001
2.910000000000062e-004	-6.103356e-001
2.920000000000062e-004	-6.103407e-001
2.930000000000062e-004	-6.103455e-001
2.940000000000062e-004	-6.103503e-001
2.950000000000063e-004	-6.103550e-001
2.960000000000063e-004	-6.103595e-001
2.970000000000063e-004	-6.103640e-001
2.980000000000063e-004	-6.103683e-001
2.990000000000064e-004	-6.103725e-001
3.000000000000064e-004	-6.103767e-001
3.010000000000064e-004	-6.103806e-001
3.020000000000064e-004	-6.103845e-001
3.030000000000064e-004	-6.103883e-001
3.040000000000065e-004	-6.103920e-001
3.050000000000065e-004	-6.103956e-001
3.060000000000065e-004	-6.103991e-001
3.070000000000065e-004	-6.104025e-001
3.080000000000066e-004	-6.104059e-001
3.090000000000066e-004	-6.104091e-001
3.100000000000066e-004	-6.104122e-001
3.110000000000066e-004	-6.104152e-001
3.120000000000067e-004	-6.104182e-001
3.130000000000067e-004	-6.104211e-001
3.140000000000067e-004	-6.104238e-001
3.150000000000067e-004	-6.104265e-001
3.160000000000068e-004	-6.104292e-001
3.170000000000068e-004	-6.104317e-001
3.180000000000068e-004	-6.104341e-001
3.190000000000068e-004	-6.104365e-001
3.200000000000069e-004	-6.104388e-001
3.210000000000069e-004	-6.104410e-001
3.220000000000069e-004	-6.104432e-001
3.230000000000069e-004	-6.104453e-001
3.240000000000070e-004	-6.104473e-001
3.250000000000070e-004	-6.104492e-001
3.260000000000070e-004	-6.104510e-001
3.270000000000070e-004	-6.104529e-001
3.280000000000071e-004	-6.104546e-001
3.290000000000071e-004	-6.104563e-001
3.300000000000071e-004	-6.104579e-001
3.310000000000071e-004	-6.104594e-001
3.320000000000072e-004	-6.104609e-001
3.330000000000072e-004	-6.104623e-001
3.340000000000072e-004	-6.104637e-001
3.350000000000072e-004	-6.104650e-001
3.360000000000073e-004	-6.104662e-001
3.370000000000073e-004	-6.104674e-001
3.380000000000073e-004	-6.104686e-001
3.390000000000073e-004	-6.104697e-001
3.400000000000073e-004	-6.104707e-001
3.410000000000074e-004	-6.104717e-001
3.420000000000074e-004	-6.104726e-001
3.430000000000074e-004	-6.104735e-001
3.440000000000074e-004	-6.104743e-001
3.450000000000075e-004	-6.104751e-001
3.460000000000075e-004	-6.104758e-001
3.470000000000075e-004	-6.104766e-001
3.480000000000075e-004	-6.104771e-001
3.490000000000076e-004	-6.104778e-001
3.500000000000076e-004	-6.104783e-001
3.510000000000076e-004	-6.104788e-001
3.520000000000076e-004	-6.104793e-001
3.530000000000077e-004	-6.104798e-001
3.540000000000077e-004	-6.104801e-001
3.550000000000077e-004	-6.104805e-001
3.560000000000077e-004	-6.104808e-001
3.570000000000078e-004	-6.104811e-001
3.580000000000078e-004	-6.104813e-001
3.590000000000078e-004	-6.104815e-001
3.600000000000078e-004	-6.104817e-001
3.610000000000079e-004	-6.104818e-001
3.620000000000079e-004	-6.104819e-001
3.630000000000079e-004	-6.104820e-001
3.640000000000079e-004	-6.104820e-001
3.650000000000080e-004	-6.104820e-001
3.660000000000080e-004	-6.104820e-001
3.670000000000080e-004	-6.104819e-001
3.680000000000080e-004	-6.104818e-001
3.690000000000081e-004	-6.104817e-001
3.700000000000081e-004	-6.104816e-001
3.710000000000081e-004	-6.104813e-001
3.720000000000081e-004	-6.104811e-001
3.730000000000081e-004	-6.104809e-001
3.740000000000082e-004	-6.104806e-001
3.750000000000082e-004	-6.104804e-001
3.760000000000082e-004	-6.104800e-001
3.770000000000082e-004	-6.104797e-001
3.780000000000083e-004	-6.104793e-001
3.790000000000083e-004	-6.104789e-001
3.800000000000083e-004	-6.104785e-001
3.810000000000083e-004	-6.104780e-001
3.820000000000084e-004	-6.104776e-001
3.830000000000084e-004	-6.104771e-001
3.840000000000084e-004	-6.104766e-001
3.850000000000084e-004	-6.104761e-001
3.860000000000085e-004	-6.104755e-001
3.870000000000085e-004	-6.104750e-001
3.880000000000085e-004	-6.104744e-001
3.890000000000085e-004	-6.104738e-001
3.900000000000086e-004	-6.104732e-001
3.910000000000086e-004	-6.104725e-001
3.920000000000086e-004	-6.104718e-001
3.930000000000086e-004	-6.104712e-001
3.940000000000087e-004	-6.104705e-001
3.950000000000087e-004	-6.104698e-001
3.960000000000087e-004	-6.104690e-001
3.970000000000087e-004	-6.104683e-001
3.980000000000088e-004	-6.104675e-001
3.990000000000088e-004	-6.104667e-001
4.000000000000088e-004	-6.104659e-001
4.010000000000088e-004	-6.104651e-001
4.020000000000089e-004	-6.104643e-001
4.030000000000089e-004	-6.104634e-001
4.040000000000089e-004	-6.104625e-001
4.050000000000089e-004	-6.104617e-001
4.060000000000090e-004	-6.104608e-001
4.070000000000090e-004	-6.104599e-001
4.080000000000090e-004	-6.104590e-001
4.090000000000090e-004	-6.104581e-001
4.100000000000090e-004	-6.104571e-001
4.110000000000091e-004	-6.104562e-001
4.120000000000091e-004	-6.104552e-001
4.130000000000091e-004	-6.104542e-001
4.140000000000091e-004	-6.104532e-001
4.150000000000092e-004	-6.104522e-001
4.160000000000092e-004	-6.104512e-001
4.170000000000092e-004	-6.104502e-001
4.180000000000092e-004	-6.104492e-001
4.190000000000093e-004	-6.104481e-001
4.200000000000093e-004	-6.104470e-001
4.210000000000093e-004	-6.104460e-001
4.220000000000093e-004	-6.104450e-001
4.230000000000094e-004	-6.104438e-001
4.240000000000094e-004	-6.104428e-001
4.250000000000094e-004	-6.104417e-001
4.260000000000094e-004	-6.104406e-001
4.270000000000095e-004	-6.104394e-001
4.280000000000095e-004	-6.104383e-001
4.290000000000095e-004	-6.104372e-001
4.300000000000095e-004	-6.104360e-001
4.310000000000096e-004	-6.104349e-001
4.320000000000096e-004	-6.104337e-001
4.330000000000096e-004	-6.104326e-001
4.340000000000096e-004	-6.104314e-001
4.350000000000097e-004	-6.104302e-001
4.360000000000097e-004	-6.104290e-001
4.370000000000097e-004	-6.104278e-001
4.380000000000097e-004	-6.104266e-001
4.390000000000098e-004	-6.104254e-001
4.400000000000098e-004	-6.104242e-001
4.410000000000098e-004	-6.104230e-001
4.420000000000098e-004	-6.104217e-001
4.430000000000099e-004	-6.104205e-001
4.440000000000099e-004	-6.104192e-001
4.450000000000099e-004	-6.104180e-001
4.460000000000099e-004	-6.104167e-001
4.470000000000099e-004	-6.104155e-001
4.480000000000100e-004	-6.104142e-001
4.490000000000100e-004	-6.104129e-001
4.500000000000100e-004	-6.104116e-001
4.510000000000100e-004	-6.104104e-001
4.520000000000101e-004	-6.104091e-001
4.530000000000101e-004	-6.104078e-001
4.540000000000101e-004	-6.104065e-001
4.550000000000101e-004	-6.104052e-001
4.560000000000102e-004	-6.104039e-001
4.570000000000102e-004	-6.104026e-001
4.580000000000102e-004	-6.104013e-001
4.590000000000102e-004	-6.103999e-001
4.600000000000103e-004	-6.103986e-001
4.610000000000103e-004	-6.103973e-001
4.620000000000103e-004	-6.103959e-001
4.630000000000103e-004	-6.103946e-001
4.640000000000104e-004	-6.103932e-001
4.650000000000104e-004	-6.103919e-001
4.660000000000104e-004	-6.103905e-001
4.670000000000104e-004	-6.103892e-001
4.680000000000105e-004	-6.103879e-001
4.690000000000105e-004	-6.103865e-001
4.700000000000105e-004	-6.103851e-001
4.710000000000105e-004	-6.103837e-001
4.720000000000106e-004	-6.103824e-001
4.730000000000106e-004	-6.103810e-001
4.740000000000106e-004	-6.103796e-001
4.750000000000106e-004	-6.103783e-001
4.760000000000107e-004	-6.103768e-001
4.770000000000107e-004	-6.103755e-001
4.780000000000107e-004	-6.103741e-001
4.790000000000107e-004	-6.103727e-001
4.800000000000108e-004	-6.103713e-001
4.810000000000108e-004	-6.103699e-001
4.820000000000108e-004	-6.103685e-001
4.830000000000108e-004	-6.103671e-001
4.840000000000108e-004	-6.103657e-001
4.850000000000109e-004	-6.103643e-001
4.860000000000109e-004	-6.103629e-001
4.870000000000109e-004	-6.103615e-001
4.880000000000109e-004	-6.103600e-001
4.890000000000109e-004	-6.103586e-001
4.900000000000109e-004	-6.103572e-001
4.910000000000110e-004	-6.103558e-001
4.920000000000110e-004	-6.103544e-001
4.930000000000110e-004	-6.103529e-001
4.940000000000110e-004	-6.103515e-001
4.950000000000111e-004	-6.103501e-001
4.960000000000111e-004	-6.103486e-001
4.970000000000111e-004	-6.103472e-001
4.980000000000111e-004	-6.103457e-001
4.990000000000112e-004	-6.103443e-001
5.000000000000000e-004	-6.103429e-001
