i1	V(vo)
1.880000000000052e-004	-2.221789e+000
1.890000000000052e-004	-2.228863e+000
1.900000000000052e-004	-2.235934e+000
1.910000000000052e-004	-2.243004e+000
1.920000000000052e-004	-2.250070e+000
1.930000000000052e-004	-2.257134e+000
1.940000000000052e-004	-2.264196e+000
1.950000000000052e-004	-2.271255e+000
1.960000000000052e-004	-2.278311e+000
1.970000000000052e-004	-2.285366e+000
1.980000000000052e-004	-2.292418e+000
1.990000000000052e-004	-2.299468e+000
2.000000000000052e-004	-2.306515e+000
2.010000000000052e-004	-2.313560e+000
2.020000000000052e-004	-2.320603e+000
2.030000000000052e-004	-2.327643e+000
2.040000000000052e-004	-2.334682e+000
2.050000000000052e-004	-2.341718e+000
2.060000000000051e-004	-2.348752e+000
2.070000000000051e-004	-2.355783e+000
2.080000000000051e-004	-2.362813e+000
2.090000000000051e-004	-2.369841e+000
2.100000000000051e-004	-2.376866e+000
2.110000000000051e-004	-2.383889e+000
2.120000000000051e-004	-2.390106e+000
2.130000000000051e-004	-2.394054e+000
2.140000000000051e-004	-2.397107e+000
2.150000000000051e-004	-2.399678e+000
2.160000000000051e-004	-2.401942e+000
2.170000000000051e-004	-2.403986e+000
2.180000000000051e-004	-2.405861e+000
2.190000000000051e-004	-2.407603e+000
2.200000000000051e-004	-2.409234e+000
2.210000000000051e-004	-2.410816e+000
2.220000000000051e-004	-2.412268e+000
2.230000000000051e-004	-2.413655e+000
2.240000000000051e-004	-2.414981e+000
2.250000000000051e-004	-2.416254e+000
2.260000000000051e-004	-2.417479e+000
2.270000000000051e-004	-2.418660e+000
2.280000000000051e-004	-2.419801e+000
2.290000000000051e-004	-2.420904e+000
2.300000000000051e-004	-2.421974e+000
2.310000000000051e-004	-2.423012e+000
2.320000000000051e-004	-2.424020e+000
2.330000000000051e-004	-2.425001e+000
2.340000000000051e-004	-2.425956e+000
2.350000000000051e-004	-2.426886e+000
2.360000000000051e-004	-2.427792e+000
2.370000000000051e-004	-2.428677e+000
2.380000000000051e-004	-2.429540e+000
2.390000000000051e-004	-2.430384e+000
2.400000000000051e-004	-2.431208e+000
2.410000000000050e-004	-2.432014e+000
2.420000000000050e-004	-2.432802e+000
2.430000000000050e-004	-2.433573e+000
2.440000000000050e-004	-2.434327e+000
2.450000000000050e-004	-2.435066e+000
2.460000000000051e-004	-2.435790e+000
2.470000000000051e-004	-2.436499e+000
2.480000000000051e-004	-2.437193e+000
2.490000000000051e-004	-2.437874e+000
2.500000000000052e-004	-2.438541e+000
2.510000000000052e-004	-2.439195e+000
2.520000000000052e-004	-2.439836e+000
2.530000000000052e-004	-2.440465e+000
2.540000000000053e-004	-2.441081e+000
2.550000000000053e-004	-2.441686e+000
2.560000000000053e-004	-2.442279e+000
2.570000000000053e-004	-2.442861e+000
2.580000000000054e-004	-2.443432e+000
2.590000000000054e-004	-2.443992e+000
2.600000000000054e-004	-2.444541e+000
2.610000000000054e-004	-2.445080e+000
2.620000000000055e-004	-2.445609e+000
2.630000000000055e-004	-2.446128e+000
2.640000000000055e-004	-2.446637e+000
2.650000000000055e-004	-2.447136e+000
2.660000000000055e-004	-2.447626e+000
2.670000000000056e-004	-2.448107e+000
2.680000000000056e-004	-2.448579e+000
2.690000000000056e-004	-2.449042e+000
2.700000000000056e-004	-2.449496e+000
2.710000000000057e-004	-2.449941e+000
2.720000000000057e-004	-2.450377e+000
2.730000000000057e-004	-2.450806e+000
2.740000000000057e-004	-2.451226e+000
2.750000000000058e-004	-2.451638e+000
2.760000000000058e-004	-2.452042e+000
2.770000000000058e-004	-2.452438e+000
2.780000000000058e-004	-2.452827e+000
2.790000000000059e-004	-2.453208e+000
2.800000000000059e-004	-2.453581e+000
2.810000000000059e-004	-2.453947e+000
2.820000000000059e-004	-2.454306e+000
2.830000000000060e-004	-2.454657e+000
2.840000000000060e-004	-2.455002e+000
2.850000000000060e-004	-2.455339e+000
2.860000000000060e-004	-2.455670e+000
2.870000000000061e-004	-2.455994e+000
2.880000000000061e-004	-2.456311e+000
2.890000000000061e-004	-2.456622e+000
2.900000000000061e-004	-2.456926e+000
2.910000000000062e-004	-2.457224e+000
2.920000000000062e-004	-2.457516e+000
2.930000000000062e-004	-2.457802e+000
2.940000000000062e-004	-2.458081e+000
2.950000000000063e-004	-2.458354e+000
2.960000000000063e-004	-2.458622e+000
2.970000000000063e-004	-2.458884e+000
2.980000000000063e-004	-2.459139e+000
2.990000000000064e-004	-2.459390e+000
3.000000000000064e-004	-2.459635e+000
3.010000000000064e-004	-2.459874e+000
3.020000000000064e-004	-2.460108e+000
3.030000000000064e-004	-2.460336e+000
3.040000000000065e-004	-2.460560e+000
3.050000000000065e-004	-2.460778e+000
3.060000000000065e-004	-2.460991e+000
3.070000000000065e-004	-2.461199e+000
3.080000000000066e-004	-2.461402e+000
3.090000000000066e-004	-2.461600e+000
3.100000000000066e-004	-2.461794e+000
3.110000000000066e-004	-2.461983e+000
3.120000000000067e-004	-2.462167e+000
3.130000000000067e-004	-2.462347e+000
3.140000000000067e-004	-2.462522e+000
3.150000000000067e-004	-2.462693e+000
3.160000000000068e-004	-2.462859e+000
3.170000000000068e-004	-2.463021e+000
3.180000000000068e-004	-2.463179e+000
3.190000000000068e-004	-2.463333e+000
3.200000000000069e-004	-2.463483e+000
3.210000000000069e-004	-2.463629e+000
3.220000000000069e-004	-2.463771e+000
3.230000000000069e-004	-2.463909e+000
3.240000000000070e-004	-2.464043e+000
3.250000000000070e-004	-2.464173e+000
3.260000000000070e-004	-2.464300e+000
3.270000000000070e-004	-2.464423e+000
3.280000000000071e-004	-2.464543e+000
3.290000000000071e-004	-2.464659e+000
3.300000000000071e-004	-2.464772e+000
3.310000000000071e-004	-2.464881e+000
3.320000000000072e-004	-2.464987e+000
3.330000000000072e-004	-2.465090e+000
3.340000000000072e-004	-2.465189e+000
3.350000000000072e-004	-2.465286e+000
3.360000000000073e-004	-2.465379e+000
3.370000000000073e-004	-2.465469e+000
3.380000000000073e-004	-2.465556e+000
3.390000000000073e-004	-2.465641e+000
3.400000000000073e-004	-2.465722e+000
3.410000000000074e-004	-2.465801e+000
3.420000000000074e-004	-2.465876e+000
3.430000000000074e-004	-2.465950e+000
3.440000000000074e-004	-2.466020e+000
3.450000000000075e-004	-2.466088e+000
3.460000000000075e-004	-2.466153e+000
3.470000000000075e-004	-2.466215e+000
3.480000000000075e-004	-2.466275e+000
3.490000000000076e-004	-2.466333e+000
3.500000000000076e-004	-2.466388e+000
3.510000000000076e-004	-2.466441e+000
3.520000000000076e-004	-2.466492e+000
3.530000000000077e-004	-2.466540e+000
3.540000000000077e-004	-2.466587e+000
3.550000000000077e-004	-2.466630e+000
3.560000000000077e-004	-2.466672e+000
3.570000000000078e-004	-2.466712e+000
3.580000000000078e-004	-2.466749e+000
3.590000000000078e-004	-2.466785e+000
3.600000000000078e-004	-2.466819e+000
3.610000000000079e-004	-2.466850e+000
3.620000000000079e-004	-2.466880e+000
3.630000000000079e-004	-2.466908e+000
3.640000000000079e-004	-2.466934e+000
3.650000000000080e-004	-2.466958e+000
3.660000000000080e-004	-2.466980e+000
3.670000000000080e-004	-2.467001e+000
3.680000000000080e-004	-2.467020e+000
3.690000000000081e-004	-2.467037e+000
3.700000000000081e-004	-2.467053e+000
3.710000000000081e-004	-2.467067e+000
3.720000000000081e-004	-2.467079e+000
3.730000000000081e-004	-2.467090e+000
3.740000000000082e-004	-2.467100e+000
3.750000000000082e-004	-2.467108e+000
3.760000000000082e-004	-2.467114e+000
3.770000000000082e-004	-2.467119e+000
3.780000000000083e-004	-2.467123e+000
3.790000000000083e-004	-2.467125e+000
3.800000000000083e-004	-2.467126e+000
3.810000000000083e-004	-2.467126e+000
3.820000000000084e-004	-2.467124e+000
3.830000000000084e-004	-2.467121e+000
3.840000000000084e-004	-2.467117e+000
3.850000000000084e-004	-2.467111e+000
3.860000000000085e-004	-2.467105e+000
3.870000000000085e-004	-2.467097e+000
3.880000000000085e-004	-2.467088e+000
3.890000000000085e-004	-2.467078e+000
3.900000000000086e-004	-2.467067e+000
3.910000000000086e-004	-2.467055e+000
3.920000000000086e-004	-2.467041e+000
3.930000000000086e-004	-2.467027e+000
3.940000000000087e-004	-2.467012e+000
3.950000000000087e-004	-2.466995e+000
3.960000000000087e-004	-2.466978e+000
3.970000000000087e-004	-2.466960e+000
3.980000000000088e-004	-2.466941e+000
3.990000000000088e-004	-2.466921e+000
4.000000000000088e-004	-2.466900e+000
4.010000000000088e-004	-2.466878e+000
4.020000000000089e-004	-2.466856e+000
4.030000000000089e-004	-2.466832e+000
4.040000000000089e-004	-2.466808e+000
4.050000000000089e-004	-2.466783e+000
4.060000000000090e-004	-2.466757e+000
4.070000000000090e-004	-2.466730e+000
4.080000000000090e-004	-2.466702e+000
4.090000000000090e-004	-2.466674e+000
4.100000000000090e-004	-2.466645e+000
4.110000000000091e-004	-2.466616e+000
4.120000000000091e-004	-2.466585e+000
4.130000000000091e-004	-2.466554e+000
4.140000000000091e-004	-2.466522e+000
4.150000000000092e-004	-2.466490e+000
4.160000000000092e-004	-2.466457e+000
4.170000000000092e-004	-2.466424e+000
4.180000000000092e-004	-2.466389e+000
4.190000000000093e-004	-2.466355e+000
4.200000000000093e-004	-2.466319e+000
4.210000000000093e-004	-2.466283e+000
4.220000000000093e-004	-2.466247e+000
4.230000000000094e-004	-2.466209e+000
4.240000000000094e-004	-2.466172e+000
4.250000000000094e-004	-2.466134e+000
4.260000000000094e-004	-2.466095e+000
4.270000000000095e-004	-2.466056e+000
4.280000000000095e-004	-2.466016e+000
4.290000000000095e-004	-2.465976e+000
4.300000000000095e-004	-2.465935e+000
4.310000000000096e-004	-2.465894e+000
4.320000000000096e-004	-2.465852e+000
4.330000000000096e-004	-2.465811e+000
4.340000000000096e-004	-2.465768e+000
4.350000000000097e-004	-2.465725e+000
4.360000000000097e-004	-2.465682e+000
4.370000000000097e-004	-2.465638e+000
4.380000000000097e-004	-2.465594e+000
4.390000000000098e-004	-2.465549e+000
4.400000000000098e-004	-2.465505e+000
4.410000000000098e-004	-2.465459e+000
4.420000000000098e-004	-2.465414e+000
4.430000000000099e-004	-2.465368e+000
4.440000000000099e-004	-2.465321e+000
4.450000000000099e-004	-2.465275e+000
4.460000000000099e-004	-2.465228e+000
4.470000000000099e-004	-2.465180e+000
4.480000000000100e-004	-2.465132e+000
4.490000000000100e-004	-2.465085e+000
4.500000000000100e-004	-2.465036e+000
4.510000000000100e-004	-2.464988e+000
4.520000000000101e-004	-2.464939e+000
4.530000000000101e-004	-2.464890e+000
4.540000000000101e-004	-2.464840e+000
4.550000000000101e-004	-2.464790e+000
4.560000000000102e-004	-2.464740e+000
4.570000000000102e-004	-2.464690e+000
4.580000000000102e-004	-2.464639e+000
4.590000000000102e-004	-2.464588e+000
4.600000000000103e-004	-2.464537e+000
4.610000000000103e-004	-2.464486e+000
4.620000000000103e-004	-2.464434e+000
4.630000000000103e-004	-2.464383e+000
4.640000000000104e-004	-2.464331e+000
4.650000000000104e-004	-2.464278e+000
4.660000000000104e-004	-2.464226e+000
4.670000000000104e-004	-2.464173e+000
4.680000000000105e-004	-2.464120e+000
4.690000000000105e-004	-2.464067e+000
4.700000000000105e-004	-2.464014e+000
4.710000000000105e-004	-2.463960e+000
4.720000000000106e-004	-2.463907e+000
4.730000000000106e-004	-2.463853e+000
4.740000000000106e-004	-2.463799e+000
4.750000000000106e-004	-2.463744e+000
4.760000000000107e-004	-2.463690e+000
4.770000000000107e-004	-2.463635e+000
4.780000000000107e-004	-2.463581e+000
4.790000000000107e-004	-2.463526e+000
4.800000000000108e-004	-2.463471e+000
4.810000000000108e-004	-2.463415e+000
4.820000000000108e-004	-2.463360e+000
4.830000000000108e-004	-2.463304e+000
4.840000000000108e-004	-2.463249e+000
4.850000000000109e-004	-2.463193e+000
4.860000000000109e-004	-2.463137e+000
4.870000000000109e-004	-2.463081e+000
4.880000000000109e-004	-2.463024e+000
4.890000000000109e-004	-2.462968e+000
4.900000000000109e-004	-2.462911e+000
4.910000000000110e-004	-2.462855e+000
4.920000000000110e-004	-2.462798e+000
4.930000000000110e-004	-2.462741e+000
4.940000000000110e-004	-2.462684e+000
4.950000000000111e-004	-2.462627e+000
4.960000000000111e-004	-2.462569e+000
4.970000000000111e-004	-2.462512e+000
4.980000000000111e-004	-2.462455e+000
4.990000000000112e-004	-2.462397e+000
5.000000000000000e-004	-2.462339e+000
