vs	V(vo)
7.300000000000023e-001	7.300000e-001
7.320000000000023e-001	7.320000e-001
7.340000000000023e-001	7.340000e-001
7.360000000000023e-001	7.360000e-001
7.380000000000023e-001	7.380000e-001
7.400000000000023e-001	7.399999e-001
7.420000000000023e-001	7.420000e-001
7.440000000000023e-001	7.440000e-001
7.460000000000023e-001	7.460000e-001
7.480000000000023e-001	7.480000e-001
7.500000000000023e-001	7.500000e-001
7.520000000000023e-001	7.520000e-001
7.540000000000023e-001	7.539999e-001
7.560000000000023e-001	7.560000e-001
7.580000000000023e-001	7.580000e-001
7.600000000000023e-001	7.600000e-001
7.620000000000023e-001	7.620000e-001
7.640000000000023e-001	7.640000e-001
7.660000000000024e-001	7.660000e-001
7.680000000000024e-001	7.680000e-001
7.700000000000024e-001	7.700000e-001
7.720000000000024e-001	7.720000e-001
7.740000000000024e-001	7.740000e-001
7.760000000000024e-001	7.760000e-001
7.780000000000024e-001	7.780000e-001
7.800000000000024e-001	7.800000e-001
7.820000000000024e-001	7.820000e-001
7.840000000000024e-001	7.840000e-001
7.860000000000024e-001	7.860000e-001
7.880000000000024e-001	7.880000e-001
7.900000000000024e-001	7.900000e-001
7.920000000000024e-001	7.920000e-001
7.940000000000024e-001	7.940000e-001
7.960000000000024e-001	7.960000e-001
7.980000000000024e-001	7.980000e-001
8.000000000000024e-001	8.000000e-001
8.020000000000024e-001	8.020000e-001
8.040000000000024e-001	8.040000e-001
8.060000000000024e-001	8.060000e-001
8.080000000000024e-001	8.080000e-001
8.100000000000024e-001	8.100000e-001
8.120000000000024e-001	8.120000e-001
8.140000000000024e-001	8.140000e-001
8.160000000000024e-001	8.160000e-001
8.180000000000024e-001	8.180000e-001
8.200000000000024e-001	8.200000e-001
8.220000000000024e-001	8.220000e-001
8.240000000000024e-001	8.240000e-001
8.260000000000024e-001	8.260000e-001
8.280000000000024e-001	8.279999e-001
8.300000000000024e-001	8.300000e-001
8.320000000000024e-001	8.320000e-001
8.340000000000024e-001	8.340000e-001
8.360000000000024e-001	8.360000e-001
8.380000000000024e-001	8.380000e-001
8.400000000000024e-001	8.400000e-001
8.420000000000024e-001	8.419999e-001
8.440000000000024e-001	8.440000e-001
8.460000000000024e-001	8.460000e-001
8.480000000000024e-001	8.480000e-001
8.500000000000024e-001	8.500000e-001
8.520000000000024e-001	8.520000e-001
8.540000000000024e-001	8.540000e-001
8.560000000000024e-001	8.559999e-001
8.580000000000024e-001	8.580000e-001
8.600000000000024e-001	8.600000e-001
8.620000000000024e-001	8.620000e-001
8.640000000000024e-001	8.640000e-001
8.660000000000024e-001	8.660000e-001
8.680000000000024e-001	8.680000e-001
8.700000000000024e-001	8.699999e-001
8.720000000000024e-001	8.720000e-001
8.740000000000024e-001	8.740000e-001
8.760000000000024e-001	8.759999e-001
8.780000000000025e-001	8.780000e-001
8.800000000000025e-001	8.799999e-001
8.820000000000025e-001	8.819999e-001
8.840000000000025e-001	8.839999e-001
8.860000000000025e-001	8.859998e-001
8.880000000000025e-001	8.879997e-001
8.900000000000025e-001	8.899996e-001
8.920000000000025e-001	8.919993e-001
8.940000000000025e-001	8.939990e-001
8.960000000000025e-001	8.959984e-001
8.980000000000025e-001	8.979976e-001
9.000000000000025e-001	8.999962e-001
9.020000000000025e-001	9.019941e-001
9.040000000000025e-001	9.039909e-001
9.060000000000025e-001	9.059858e-001
9.080000000000025e-001	9.079780e-001
9.100000000000025e-001	9.099659e-001
9.120000000000025e-001	9.119472e-001
9.140000000000025e-001	9.139185e-001
9.160000000000025e-001	9.158745e-001
9.180000000000025e-001	9.178078e-001
9.200000000000025e-001	9.197080e-001
9.220000000000025e-001	9.215609e-001
9.240000000000025e-001	9.233493e-001
9.260000000000025e-001	9.250541e-001
9.280000000000025e-001	9.266565e-001
9.300000000000025e-001	9.281419e-001
9.320000000000025e-001	9.295021e-001
9.340000000000025e-001	9.307366e-001
9.360000000000025e-001	9.318510e-001
9.380000000000025e-001	9.328554e-001
9.400000000000025e-001	9.337615e-001
9.420000000000025e-001	9.345816e-001
9.440000000000025e-001	9.353271e-001
9.460000000000025e-001	9.360082e-001
9.480000000000025e-001	9.366335e-001
9.500000000000025e-001	9.372106e-001
9.520000000000025e-001	9.377459e-001
9.540000000000025e-001	9.382446e-001
9.560000000000025e-001	9.387115e-001
9.580000000000025e-001	9.391502e-001
9.600000000000025e-001	9.395639e-001
9.620000000000025e-001	9.399555e-001
9.640000000000025e-001	9.403273e-001
9.660000000000025e-001	9.406813e-001
9.680000000000025e-001	9.410194e-001
9.700000000000025e-001	9.413429e-001
9.720000000000025e-001	9.416533e-001
9.740000000000025e-001	9.419516e-001
9.760000000000025e-001	9.422390e-001
9.780000000000025e-001	9.425162e-001
9.800000000000025e-001	9.427842e-001
9.820000000000025e-001	9.430436e-001
9.840000000000025e-001	9.432951e-001
9.860000000000025e-001	9.435393e-001
9.880000000000025e-001	9.437765e-001
9.900000000000025e-001	9.440074e-001
9.920000000000026e-001	9.442323e-001
9.940000000000026e-001	9.444516e-001
9.960000000000026e-001	9.446657e-001
9.980000000000026e-001	9.448749e-001
1.000000000000002e+000	9.450795e-001
1.002000000000002e+000	9.452797e-001
1.004000000000002e+000	9.454758e-001
1.006000000000002e+000	9.456679e-001
1.008000000000002e+000	9.458564e-001
1.010000000000003e+000	9.460413e-001
1.012000000000003e+000	9.462230e-001
1.014000000000003e+000	9.464015e-001
1.016000000000003e+000	9.465770e-001
1.018000000000003e+000	9.467496e-001
1.020000000000003e+000	9.469195e-001
1.022000000000003e+000	9.470868e-001
1.024000000000003e+000	9.472516e-001
1.026000000000003e+000	9.474140e-001
1.028000000000003e+000	9.475741e-001
1.030000000000003e+000	9.477321e-001
1.032000000000003e+000	9.478880e-001
1.034000000000003e+000	9.480418e-001
1.036000000000003e+000	9.481937e-001
1.038000000000003e+000	9.483438e-001
1.040000000000003e+000	9.484921e-001
1.042000000000003e+000	9.486386e-001
1.044000000000003e+000	9.487835e-001
1.046000000000003e+000	9.489267e-001
1.048000000000003e+000	9.490685e-001
1.050000000000003e+000	9.492087e-001
1.052000000000003e+000	9.493476e-001
1.054000000000003e+000	9.494850e-001
1.056000000000003e+000	9.496211e-001
1.058000000000003e+000	9.497558e-001
1.060000000000003e+000	9.498894e-001
1.062000000000003e+000	9.500217e-001
1.064000000000003e+000	9.501529e-001
1.066000000000003e+000	9.502829e-001
1.068000000000003e+000	9.504117e-001
1.070000000000003e+000	9.505396e-001
1.072000000000003e+000	9.506664e-001
1.074000000000003e+000	9.507921e-001
1.076000000000003e+000	9.509169e-001
1.078000000000003e+000	9.510407e-001
1.080000000000003e+000	9.511636e-001
1.082000000000003e+000	9.512856e-001
1.084000000000003e+000	9.514067e-001
1.086000000000003e+000	9.515269e-001
1.088000000000003e+000	9.516464e-001
1.090000000000003e+000	9.517650e-001
1.092000000000003e+000	9.518828e-001
1.094000000000003e+000	9.519998e-001
1.096000000000003e+000	9.521162e-001
1.098000000000003e+000	9.522318e-001
1.100000000000003e+000	9.523466e-001
1.102000000000003e+000	9.524608e-001
1.104000000000003e+000	9.525743e-001
1.106000000000003e+000	9.526870e-001
1.108000000000003e+000	9.527992e-001
1.110000000000003e+000	9.529107e-001
1.112000000000003e+000	9.530216e-001
1.114000000000003e+000	9.531320e-001
1.116000000000003e+000	9.532416e-001
1.118000000000003e+000	9.533508e-001
1.120000000000003e+000	9.534594e-001
1.122000000000003e+000	9.535674e-001
1.124000000000003e+000	9.536749e-001
1.126000000000003e+000	9.537818e-001
1.128000000000003e+000	9.538883e-001
1.130000000000003e+000	9.539942e-001
1.132000000000003e+000	9.540996e-001
1.134000000000003e+000	9.542046e-001
1.136000000000003e+000	9.543090e-001
1.138000000000003e+000	9.544130e-001
1.140000000000003e+000	9.545165e-001
1.142000000000003e+000	9.546196e-001
1.144000000000003e+000	9.547223e-001
1.146000000000003e+000	9.548245e-001
1.148000000000003e+000	9.549263e-001
1.150000000000003e+000	9.550277e-001
1.152000000000003e+000	9.551286e-001
1.154000000000003e+000	9.552292e-001
1.156000000000003e+000	9.553294e-001
1.158000000000003e+000	9.554291e-001
1.160000000000003e+000	9.555286e-001
1.162000000000003e+000	9.556276e-001
1.164000000000003e+000	9.557263e-001
1.166000000000003e+000	9.558246e-001
1.168000000000003e+000	9.559225e-001
1.170000000000003e+000	9.560202e-001
1.172000000000003e+000	9.561175e-001
1.174000000000003e+000	9.562144e-001
1.176000000000003e+000	9.563110e-001
1.178000000000003e+000	9.564072e-001
1.180000000000003e+000	9.565032e-001
1.182000000000003e+000	9.565989e-001
1.184000000000003e+000	9.566942e-001
1.186000000000003e+000	9.567893e-001
1.188000000000003e+000	9.568840e-001
1.190000000000003e+000	9.569784e-001
1.192000000000003e+000	9.570726e-001
1.194000000000003e+000	9.571665e-001
1.196000000000003e+000	9.572601e-001
1.198000000000003e+000	9.573534e-001
1.200000000000003e+000	9.574465e-001
1.202000000000003e+000	9.575392e-001
1.204000000000003e+000	9.576318e-001
1.206000000000003e+000	9.577240e-001
1.208000000000003e+000	9.578160e-001
1.210000000000003e+000	9.579077e-001
1.212000000000003e+000	9.579993e-001
1.214000000000003e+000	9.580905e-001
1.216000000000003e+000	9.581816e-001
1.218000000000003e+000	9.582723e-001
1.220000000000003e+000	9.583629e-001
1.222000000000003e+000	9.584532e-001
1.224000000000003e+000	9.585433e-001
1.226000000000003e+000	9.586331e-001
1.228000000000003e+000	9.587228e-001
1.230000000000003e+000	9.588122e-001
1.232000000000003e+000	9.589014e-001
1.234000000000003e+000	9.589905e-001
1.236000000000003e+000	9.590792e-001
1.238000000000003e+000	9.591678e-001
1.240000000000003e+000	9.592562e-001
1.242000000000003e+000	9.593444e-001
1.244000000000003e+000	9.594324e-001
1.246000000000003e+000	9.595202e-001
1.248000000000003e+000	9.596077e-001
1.250000000000003e+000	9.596952e-001
1.252000000000003e+000	9.597824e-001
1.254000000000003e+000	9.598694e-001
1.256000000000003e+000	9.599562e-001
1.258000000000003e+000	9.600429e-001
1.260000000000003e+000	9.601294e-001
1.262000000000003e+000	9.602157e-001
1.264000000000003e+000	9.603018e-001
1.266000000000003e+000	9.603878e-001
1.268000000000003e+000	9.604736e-001
1.270000000000003e+000	9.605592e-001
1.272000000000003e+000	9.606447e-001
1.274000000000003e+000	9.607300e-001
1.276000000000003e+000	9.608151e-001
1.278000000000003e+000	9.609001e-001
1.280000000000003e+000	9.609849e-001
1.282000000000003e+000	9.610696e-001
1.284000000000003e+000	9.611540e-001
1.286000000000003e+000	9.612384e-001
1.288000000000003e+000	9.613226e-001
1.290000000000003e+000	9.614066e-001
1.292000000000003e+000	9.614906e-001
1.294000000000003e+000	9.615743e-001
1.296000000000003e+000	9.616579e-001
1.298000000000003e+000	9.617414e-001
1.300000000000003e+000	9.618247e-001
1.302000000000003e+000	9.619079e-001
1.304000000000003e+000	9.619910e-001
1.306000000000003e+000	9.620739e-001
1.308000000000003e+000	9.621567e-001
1.310000000000003e+000	9.622393e-001
1.312000000000003e+000	9.623218e-001
1.314000000000003e+000	9.624042e-001
1.316000000000003e+000	9.624864e-001
1.318000000000003e+000	9.625686e-001
1.320000000000003e+000	9.626506e-001
1.322000000000003e+000	9.627325e-001
1.324000000000003e+000	9.628142e-001
1.326000000000003e+000	9.628959e-001
1.328000000000003e+000	9.629773e-001
1.330000000000003e+000	9.630588e-001
1.332000000000003e+000	9.631400e-001
1.334000000000003e+000	9.632212e-001
1.336000000000003e+000	9.633022e-001
1.338000000000003e+000	9.633831e-001
1.340000000000003e+000	9.634639e-001
1.342000000000003e+000	9.635446e-001
1.344000000000003e+000	9.636252e-001
1.346000000000003e+000	9.637057e-001
1.348000000000003e+000	9.637860e-001
1.350000000000003e+000	9.638663e-001
1.352000000000003e+000	9.639464e-001
1.354000000000003e+000	9.640265e-001
1.356000000000003e+000	9.641064e-001
1.358000000000003e+000	9.641862e-001
1.360000000000003e+000	9.642659e-001
1.362000000000003e+000	9.643456e-001
1.364000000000003e+000	9.644251e-001
1.366000000000003e+000	9.645045e-001
1.368000000000003e+000	9.645838e-001
1.370000000000003e+000	9.646630e-001
1.372000000000003e+000	9.647422e-001
1.374000000000003e+000	9.648212e-001
1.376000000000003e+000	9.649001e-001
1.378000000000003e+000	9.649789e-001
1.380000000000003e+000	9.650577e-001
1.382000000000003e+000	9.651363e-001
1.384000000000003e+000	9.652149e-001
1.386000000000003e+000	9.652933e-001
1.388000000000003e+000	9.653717e-001
1.390000000000003e+000	9.654500e-001
1.392000000000003e+000	9.655282e-001
1.394000000000003e+000	9.656063e-001
1.396000000000003e+000	9.656844e-001
1.398000000000003e+000	9.657623e-001
1.400000000000003e+000	9.658401e-001
1.402000000000003e+000	9.659179e-001
1.404000000000003e+000	9.659956e-001
1.406000000000003e+000	9.660732e-001
1.408000000000003e+000	9.661506e-001
1.410000000000003e+000	9.662281e-001
1.412000000000003e+000	9.663054e-001
1.414000000000003e+000	9.663827e-001
1.416000000000003e+000	9.664599e-001
1.418000000000003e+000	9.665369e-001
1.420000000000003e+000	9.666139e-001
1.422000000000003e+000	9.666909e-001
1.424000000000003e+000	9.667678e-001
1.426000000000003e+000	9.668446e-001
1.428000000000003e+000	9.669213e-001
1.430000000000003e+000	9.669979e-001
1.432000000000003e+000	9.670745e-001
1.434000000000003e+000	9.671510e-001
1.436000000000003e+000	9.672274e-001
1.438000000000003e+000	9.673038e-001
1.440000000000003e+000	9.673800e-001
1.442000000000003e+000	9.674562e-001
1.444000000000003e+000	9.675323e-001
1.446000000000003e+000	9.676084e-001
1.448000000000003e+000	9.676843e-001
1.450000000000003e+000	9.677603e-001
1.452000000000003e+000	9.678361e-001
1.454000000000003e+000	9.679119e-001
1.456000000000003e+000	9.679876e-001
1.458000000000003e+000	9.680632e-001
1.460000000000003e+000	9.681388e-001
1.462000000000003e+000	9.682143e-001
1.464000000000003e+000	9.682897e-001
1.466000000000003e+000	9.683651e-001
1.468000000000003e+000	9.684404e-001
1.470000000000003e+000	9.685156e-001
1.472000000000003e+000	9.685909e-001
1.474000000000003e+000	9.686660e-001
1.476000000000003e+000	9.687410e-001
1.478000000000003e+000	9.688160e-001
1.480000000000003e+000	9.688909e-001
1.482000000000003e+000	9.689658e-001
1.484000000000003e+000	9.690406e-001
1.486000000000003e+000	9.691153e-001
1.488000000000003e+000	9.691900e-001
1.490000000000003e+000	9.692646e-001
1.492000000000003e+000	9.693392e-001
1.494000000000003e+000	9.694137e-001
1.496000000000003e+000	9.694881e-001
1.498000000000003e+000	9.695625e-001
1.500000000000003e+000	9.696369e-001
1.502000000000003e+000	9.697111e-001
1.504000000000003e+000	9.697853e-001
1.506000000000003e+000	9.698595e-001
1.508000000000003e+000	9.699336e-001
1.510000000000003e+000	9.700076e-001
1.512000000000003e+000	9.700816e-001
1.514000000000003e+000	9.701555e-001
1.516000000000003e+000	9.702294e-001
1.518000000000003e+000	9.703032e-001
1.520000000000003e+000	9.703770e-001
1.522000000000003e+000	9.704507e-001
1.524000000000003e+000	9.705244e-001
1.526000000000003e+000	9.705980e-001
1.528000000000003e+000	9.706715e-001
1.530000000000003e+000	9.707450e-001
1.532000000000003e+000	9.708185e-001
1.534000000000003e+000	9.708919e-001
1.536000000000003e+000	9.709653e-001
1.538000000000003e+000	9.710386e-001
1.540000000000003e+000	9.711118e-001
1.542000000000003e+000	9.711850e-001
1.544000000000003e+000	9.712582e-001
1.546000000000003e+000	9.713312e-001
1.548000000000003e+000	9.714043e-001
1.550000000000003e+000	9.714773e-001
1.552000000000003e+000	9.715502e-001
1.554000000000003e+000	9.716232e-001
1.556000000000003e+000	9.716960e-001
1.558000000000003e+000	9.717689e-001
1.560000000000003e+000	9.718416e-001
1.562000000000003e+000	9.719143e-001
1.564000000000003e+000	9.719869e-001
1.566000000000003e+000	9.720596e-001
1.568000000000003e+000	9.721322e-001
1.570000000000003e+000	9.722047e-001
1.572000000000003e+000	9.722772e-001
1.574000000000003e+000	9.723496e-001
1.576000000000003e+000	9.724221e-001
1.578000000000003e+000	9.724944e-001
1.580000000000003e+000	9.725667e-001
1.582000000000003e+000	9.726390e-001
1.584000000000003e+000	9.727112e-001
1.586000000000003e+000	9.727833e-001
1.588000000000003e+000	9.728555e-001
1.590000000000003e+000	9.729276e-001
1.592000000000003e+000	9.729996e-001
1.594000000000003e+000	9.730716e-001
1.596000000000003e+000	9.731436e-001
1.598000000000003e+000	9.732155e-001
1.600000000000003e+000	9.732874e-001
1.602000000000003e+000	9.733592e-001
1.604000000000003e+000	9.734311e-001
1.606000000000003e+000	9.735028e-001
1.608000000000003e+000	9.735745e-001
1.610000000000003e+000	9.736462e-001
1.612000000000003e+000	9.737178e-001
1.614000000000003e+000	9.737894e-001
1.616000000000003e+000	9.738610e-001
1.618000000000003e+000	9.739325e-001
1.620000000000003e+000	9.740040e-001
1.622000000000003e+000	9.740754e-001
1.624000000000003e+000	9.741468e-001
1.626000000000003e+000	9.742181e-001
1.628000000000003e+000	9.742895e-001
1.630000000000003e+000	9.743608e-001
1.632000000000003e+000	9.744320e-001
1.634000000000003e+000	9.745032e-001
1.636000000000003e+000	9.745744e-001
1.638000000000003e+000	9.746456e-001
1.640000000000003e+000	9.747166e-001
1.642000000000003e+000	9.747877e-001
1.644000000000003e+000	9.748587e-001
1.646000000000003e+000	9.749297e-001
1.648000000000003e+000	9.750006e-001
1.650000000000003e+000	9.750715e-001
1.652000000000003e+000	9.751424e-001
1.654000000000003e+000	9.752133e-001
1.656000000000003e+000	9.752841e-001
1.658000000000003e+000	9.753549e-001
1.660000000000003e+000	9.754256e-001
1.662000000000003e+000	9.754963e-001
1.664000000000003e+000	9.755670e-001
1.666000000000003e+000	9.756376e-001
1.668000000000003e+000	9.757082e-001
1.670000000000003e+000	9.757788e-001
1.672000000000003e+000	9.758493e-001
1.674000000000003e+000	9.759198e-001
1.676000000000003e+000	9.759903e-001
1.678000000000003e+000	9.760607e-001
1.680000000000003e+000	9.761311e-001
1.682000000000003e+000	9.762015e-001
1.684000000000003e+000	9.762718e-001
1.686000000000003e+000	9.763421e-001
1.688000000000003e+000	9.764124e-001
1.690000000000003e+000	9.764826e-001
1.692000000000003e+000	9.765528e-001
1.694000000000003e+000	9.766231e-001
1.696000000000003e+000	9.766932e-001
1.698000000000003e+000	9.767633e-001
1.700000000000003e+000	9.768333e-001
1.702000000000003e+000	9.769034e-001
1.704000000000003e+000	9.769734e-001
1.706000000000003e+000	9.770434e-001
1.708000000000003e+000	9.771134e-001
1.710000000000003e+000	9.771833e-001
1.712000000000003e+000	9.772532e-001
1.714000000000003e+000	9.773231e-001
1.716000000000003e+000	9.773929e-001
1.718000000000003e+000	9.774627e-001
1.720000000000003e+000	9.775325e-001
1.722000000000003e+000	9.776022e-001
1.724000000000003e+000	9.776719e-001
1.726000000000003e+000	9.777417e-001
1.728000000000003e+000	9.778113e-001
1.730000000000003e+000	9.778809e-001
1.732000000000003e+000	9.779505e-001
1.734000000000003e+000	9.780201e-001
1.736000000000003e+000	9.780896e-001
1.738000000000003e+000	9.781591e-001
1.740000000000003e+000	9.782286e-001
1.742000000000003e+000	9.782981e-001
1.744000000000003e+000	9.783675e-001
1.746000000000003e+000	9.784369e-001
1.748000000000003e+000	9.785063e-001
1.750000000000003e+000	9.785756e-001
1.752000000000003e+000	9.786450e-001
1.754000000000003e+000	9.787143e-001
1.756000000000003e+000	9.787835e-001
1.758000000000003e+000	9.788527e-001
1.760000000000003e+000	9.789220e-001
1.762000000000003e+000	9.789912e-001
1.764000000000003e+000	9.790604e-001
1.766000000000003e+000	9.791295e-001
1.768000000000003e+000	9.791986e-001
1.770000000000003e+000	9.792677e-001
1.772000000000003e+000	9.793367e-001
1.774000000000003e+000	9.794058e-001
1.776000000000003e+000	9.794747e-001
1.778000000000003e+000	9.795437e-001
1.780000000000003e+000	9.796126e-001
1.782000000000003e+000	9.796816e-001
1.784000000000003e+000	9.797505e-001
1.786000000000003e+000	9.798194e-001
1.788000000000003e+000	9.798882e-001
1.790000000000003e+000	9.799570e-001
1.792000000000003e+000	9.800258e-001
1.794000000000003e+000	9.800946e-001
1.796000000000003e+000	9.801633e-001
1.798000000000003e+000	9.802321e-001
1.800000000000003e+000	9.803008e-001
1.802000000000003e+000	9.803694e-001
1.804000000000003e+000	9.804381e-001
1.806000000000003e+000	9.805067e-001
1.808000000000003e+000	9.805753e-001
1.810000000000003e+000	9.806439e-001
1.812000000000003e+000	9.807125e-001
1.814000000000003e+000	9.807810e-001
1.816000000000003e+000	9.808496e-001
1.818000000000003e+000	9.809180e-001
1.820000000000003e+000	9.809865e-001
1.822000000000003e+000	9.810549e-001
1.824000000000003e+000	9.811233e-001
1.826000000000003e+000	9.811918e-001
1.828000000000003e+000	9.812601e-001
1.830000000000003e+000	9.813284e-001
1.832000000000003e+000	9.813968e-001
1.834000000000003e+000	9.814651e-001
1.836000000000003e+000	9.815333e-001
1.838000000000003e+000	9.816017e-001
1.840000000000003e+000	9.816698e-001
1.842000000000003e+000	9.817381e-001
1.844000000000003e+000	9.818063e-001
1.846000000000003e+000	9.818745e-001
1.848000000000003e+000	9.819426e-001
1.850000000000003e+000	9.820107e-001
1.852000000000003e+000	9.820788e-001
1.854000000000003e+000	9.821469e-001
1.856000000000003e+000	9.822150e-001
1.858000000000003e+000	9.822830e-001
1.860000000000003e+000	9.823510e-001
1.862000000000003e+000	9.824190e-001
1.864000000000003e+000	9.824870e-001
1.866000000000003e+000	9.825550e-001
1.868000000000003e+000	9.826229e-001
1.870000000000003e+000	9.826908e-001
1.872000000000003e+000	9.827587e-001
1.874000000000003e+000	9.828266e-001
1.876000000000003e+000	9.828944e-001
1.878000000000003e+000	9.829623e-001
1.880000000000003e+000	9.830301e-001
1.882000000000003e+000	9.830979e-001
1.884000000000003e+000	9.831656e-001
1.886000000000003e+000	9.832334e-001
1.888000000000003e+000	9.833011e-001
1.890000000000003e+000	9.833688e-001
1.892000000000003e+000	9.834365e-001
1.894000000000003e+000	9.835042e-001
1.896000000000003e+000	9.835718e-001
1.898000000000003e+000	9.836395e-001
1.900000000000003e+000	9.837071e-001
1.902000000000003e+000	9.837747e-001
1.904000000000003e+000	9.838423e-001
1.906000000000003e+000	9.839098e-001
1.908000000000003e+000	9.839773e-001
1.910000000000003e+000	9.840448e-001
1.912000000000003e+000	9.841123e-001
1.914000000000003e+000	9.841798e-001
1.916000000000003e+000	9.842473e-001
1.918000000000003e+000	9.843147e-001
1.920000000000003e+000	9.843822e-001
1.922000000000003e+000	9.844495e-001
1.924000000000003e+000	9.845169e-001
1.926000000000003e+000	9.845843e-001
1.928000000000003e+000	9.846516e-001
1.930000000000003e+000	9.847189e-001
1.932000000000003e+000	9.847863e-001
1.934000000000003e+000	9.848536e-001
1.936000000000003e+000	9.849208e-001
1.938000000000003e+000	9.849881e-001
1.940000000000003e+000	9.850553e-001
1.942000000000003e+000	9.851225e-001
1.944000000000003e+000	9.851897e-001
1.946000000000003e+000	9.852569e-001
1.948000000000003e+000	9.853241e-001
1.950000000000003e+000	9.853913e-001
1.952000000000003e+000	9.854584e-001
1.954000000000003e+000	9.855255e-001
1.956000000000003e+000	9.855925e-001
1.958000000000003e+000	9.856597e-001
1.960000000000003e+000	9.857267e-001
1.962000000000003e+000	9.857938e-001
1.964000000000003e+000	9.858608e-001
1.966000000000003e+000	9.859278e-001
1.968000000000003e+000	9.859948e-001
1.970000000000003e+000	9.860618e-001
1.972000000000003e+000	9.861287e-001
1.974000000000003e+000	9.861957e-001
1.976000000000003e+000	9.862626e-001
1.978000000000003e+000	9.863295e-001
1.980000000000003e+000	9.863964e-001
1.982000000000003e+000	9.864632e-001
1.984000000000003e+000	9.865301e-001
1.986000000000003e+000	9.865969e-001
1.988000000000003e+000	9.866638e-001
1.990000000000003e+000	9.867306e-001
1.992000000000003e+000	9.867974e-001
1.994000000000003e+000	9.868641e-001
1.996000000000003e+000	9.869309e-001
1.998000000000003e+000	9.869977e-001
2.000000000000000e+000	9.870644e-001
