vs	V(vo)
-6.719999999999988e-001	-6.720000e-001
-6.699999999999988e-001	-6.700000e-001
-6.679999999999988e-001	-6.680000e-001
-6.659999999999988e-001	-6.660000e-001
-6.639999999999988e-001	-6.640000e-001
-6.619999999999988e-001	-6.620000e-001
-6.599999999999988e-001	-6.600000e-001
-6.579999999999988e-001	-6.580000e-001
-6.559999999999988e-001	-6.560000e-001
-6.539999999999988e-001	-6.540000e-001
-6.519999999999988e-001	-6.520000e-001
-6.499999999999988e-001	-6.500000e-001
-6.479999999999988e-001	-6.480000e-001
-6.459999999999988e-001	-6.460000e-001
-6.439999999999988e-001	-6.440000e-001
-6.419999999999988e-001	-6.420000e-001
-6.399999999999988e-001	-6.400000e-001
-6.379999999999988e-001	-6.380000e-001
-6.359999999999988e-001	-6.360000e-001
-6.339999999999988e-001	-6.340000e-001
-6.319999999999988e-001	-6.320000e-001
-6.299999999999988e-001	-6.300000e-001
-6.279999999999988e-001	-6.280000e-001
-6.259999999999988e-001	-6.260000e-001
-6.239999999999988e-001	-6.240000e-001
-6.219999999999988e-001	-6.220000e-001
-6.199999999999988e-001	-6.200000e-001
-6.179999999999988e-001	-6.180000e-001
-6.159999999999988e-001	-6.160000e-001
-6.139999999999988e-001	-6.140000e-001
-6.119999999999988e-001	-6.120000e-001
-6.099999999999988e-001	-6.100000e-001
-6.079999999999988e-001	-6.080000e-001
-6.059999999999988e-001	-6.060000e-001
-6.039999999999988e-001	-6.040000e-001
-6.019999999999988e-001	-6.020000e-001
-5.999999999999988e-001	-6.000000e-001
-5.979999999999988e-001	-5.980000e-001
-5.959999999999988e-001	-5.960000e-001
-5.939999999999988e-001	-5.940000e-001
-5.919999999999988e-001	-5.920000e-001
-5.899999999999988e-001	-5.900000e-001
-5.879999999999988e-001	-5.880000e-001
-5.859999999999987e-001	-5.860000e-001
-5.839999999999987e-001	-5.840000e-001
-5.819999999999987e-001	-5.820000e-001
-5.799999999999987e-001	-5.800000e-001
-5.779999999999987e-001	-5.780000e-001
-5.759999999999987e-001	-5.760000e-001
-5.739999999999987e-001	-5.740000e-001
-5.719999999999987e-001	-5.720000e-001
-5.699999999999987e-001	-5.700000e-001
-5.679999999999987e-001	-5.680000e-001
-5.659999999999987e-001	-5.660000e-001
-5.639999999999987e-001	-5.640000e-001
-5.619999999999987e-001	-5.620000e-001
-5.599999999999987e-001	-5.600000e-001
-5.579999999999987e-001	-5.580000e-001
-5.559999999999987e-001	-5.560000e-001
-5.539999999999987e-001	-5.540000e-001
-5.519999999999987e-001	-5.520000e-001
-5.499999999999987e-001	-5.500000e-001
-5.479999999999987e-001	-5.480000e-001
-5.459999999999987e-001	-5.460000e-001
-5.439999999999987e-001	-5.440000e-001
-5.419999999999987e-001	-5.420000e-001
-5.399999999999987e-001	-5.400000e-001
-5.379999999999987e-001	-5.380000e-001
-5.359999999999987e-001	-5.360000e-001
-5.339999999999987e-001	-5.340000e-001
-5.319999999999987e-001	-5.320000e-001
-5.299999999999987e-001	-5.300000e-001
-5.279999999999987e-001	-5.280000e-001
-5.259999999999987e-001	-5.260000e-001
-5.239999999999987e-001	-5.240000e-001
-5.219999999999987e-001	-5.220000e-001
-5.199999999999987e-001	-5.200000e-001
-5.179999999999987e-001	-5.180000e-001
-5.159999999999987e-001	-5.160000e-001
-5.139999999999987e-001	-5.140000e-001
-5.119999999999987e-001	-5.120000e-001
-5.099999999999987e-001	-5.100000e-001
-5.079999999999987e-001	-5.080000e-001
-5.059999999999987e-001	-5.060000e-001
-5.039999999999987e-001	-5.040000e-001
-5.019999999999987e-001	-5.020000e-001
-4.999999999999987e-001	-5.000000e-001
-4.979999999999987e-001	-4.980000e-001
-4.959999999999987e-001	-4.960000e-001
-4.939999999999987e-001	-4.940000e-001
-4.919999999999987e-001	-4.920000e-001
-4.899999999999987e-001	-4.900000e-001
-4.879999999999987e-001	-4.880000e-001
-4.859999999999987e-001	-4.860000e-001
-4.839999999999987e-001	-4.840000e-001
-4.819999999999987e-001	-4.820000e-001
-4.799999999999987e-001	-4.800000e-001
-4.779999999999987e-001	-4.780000e-001
-4.759999999999987e-001	-4.760000e-001
-4.739999999999986e-001	-4.740000e-001
-4.719999999999986e-001	-4.720000e-001
-4.699999999999986e-001	-4.700000e-001
-4.679999999999986e-001	-4.680000e-001
-4.659999999999986e-001	-4.660000e-001
-4.639999999999986e-001	-4.640000e-001
-4.619999999999986e-001	-4.620000e-001
-4.599999999999986e-001	-4.600000e-001
-4.579999999999986e-001	-4.580000e-001
-4.559999999999986e-001	-4.560000e-001
-4.539999999999986e-001	-4.540000e-001
-4.519999999999986e-001	-4.520000e-001
-4.499999999999986e-001	-4.500000e-001
-4.479999999999986e-001	-4.480000e-001
-4.459999999999986e-001	-4.460000e-001
-4.439999999999986e-001	-4.440000e-001
-4.419999999999986e-001	-4.420000e-001
-4.399999999999986e-001	-4.400000e-001
-4.379999999999986e-001	-4.380000e-001
-4.359999999999986e-001	-4.360000e-001
-4.339999999999986e-001	-4.340000e-001
-4.319999999999986e-001	-4.320000e-001
-4.299999999999986e-001	-4.300000e-001
-4.279999999999986e-001	-4.280000e-001
-4.259999999999986e-001	-4.260000e-001
-4.239999999999986e-001	-4.240000e-001
-4.219999999999986e-001	-4.220000e-001
-4.199999999999986e-001	-4.200000e-001
-4.179999999999986e-001	-4.180000e-001
-4.159999999999986e-001	-4.160000e-001
-4.139999999999986e-001	-4.140000e-001
-4.119999999999986e-001	-4.120000e-001
-4.099999999999986e-001	-4.100000e-001
-4.079999999999986e-001	-4.080000e-001
-4.059999999999986e-001	-4.060000e-001
-4.039999999999986e-001	-4.040000e-001
-4.019999999999986e-001	-4.020000e-001
-3.999999999999986e-001	-4.000000e-001
-3.979999999999986e-001	-3.980000e-001
-3.959999999999986e-001	-3.960000e-001
-3.939999999999986e-001	-3.940000e-001
-3.919999999999986e-001	-3.920000e-001
-3.899999999999986e-001	-3.900000e-001
-3.879999999999986e-001	-3.880000e-001
-3.859999999999986e-001	-3.860000e-001
-3.839999999999986e-001	-3.840000e-001
-3.819999999999986e-001	-3.820000e-001
-3.799999999999986e-001	-3.800000e-001
-3.779999999999986e-001	-3.780000e-001
-3.759999999999986e-001	-3.760000e-001
-3.739999999999986e-001	-3.740000e-001
-3.719999999999986e-001	-3.720000e-001
-3.699999999999986e-001	-3.700000e-001
-3.679999999999986e-001	-3.680000e-001
-3.659999999999986e-001	-3.660000e-001
-3.639999999999986e-001	-3.640000e-001
-3.619999999999986e-001	-3.620000e-001
-3.599999999999985e-001	-3.600000e-001
-3.579999999999985e-001	-3.580000e-001
-3.559999999999985e-001	-3.560000e-001
-3.539999999999985e-001	-3.540000e-001
-3.519999999999985e-001	-3.520000e-001
-3.499999999999985e-001	-3.500000e-001
-3.479999999999985e-001	-3.480000e-001
-3.459999999999985e-001	-3.460000e-001
-3.439999999999985e-001	-3.440000e-001
-3.419999999999985e-001	-3.420000e-001
-3.399999999999985e-001	-3.400000e-001
-3.379999999999985e-001	-3.380000e-001
-3.359999999999985e-001	-3.360000e-001
-3.339999999999985e-001	-3.340000e-001
-3.319999999999985e-001	-3.320000e-001
-3.299999999999985e-001	-3.300000e-001
-3.279999999999985e-001	-3.280000e-001
-3.259999999999985e-001	-3.260000e-001
-3.239999999999985e-001	-3.240000e-001
-3.219999999999985e-001	-3.220000e-001
-3.199999999999985e-001	-3.200000e-001
-3.179999999999985e-001	-3.180000e-001
-3.159999999999985e-001	-3.160000e-001
-3.139999999999985e-001	-3.140000e-001
-3.119999999999985e-001	-3.120000e-001
-3.099999999999985e-001	-3.100000e-001
-3.079999999999985e-001	-3.080000e-001
-3.059999999999985e-001	-3.060000e-001
-3.039999999999985e-001	-3.040000e-001
-3.019999999999985e-001	-3.020000e-001
-2.999999999999985e-001	-3.000000e-001
-2.979999999999985e-001	-2.980000e-001
-2.959999999999985e-001	-2.960000e-001
-2.939999999999985e-001	-2.940000e-001
-2.919999999999985e-001	-2.920000e-001
-2.899999999999985e-001	-2.900000e-001
-2.879999999999985e-001	-2.880000e-001
-2.859999999999985e-001	-2.860000e-001
-2.839999999999985e-001	-2.840000e-001
-2.819999999999985e-001	-2.820000e-001
-2.799999999999985e-001	-2.800000e-001
-2.779999999999985e-001	-2.780000e-001
-2.759999999999985e-001	-2.760000e-001
-2.739999999999985e-001	-2.740000e-001
-2.719999999999985e-001	-2.720000e-001
-2.699999999999985e-001	-2.700000e-001
-2.679999999999985e-001	-2.680000e-001
-2.659999999999985e-001	-2.660000e-001
-2.639999999999985e-001	-2.640000e-001
-2.619999999999985e-001	-2.620000e-001
-2.599999999999985e-001	-2.600000e-001
-2.579999999999985e-001	-2.580000e-001
-2.559999999999985e-001	-2.560000e-001
-2.539999999999985e-001	-2.540000e-001
-2.519999999999985e-001	-2.520000e-001
-2.499999999999985e-001	-2.500000e-001
-2.479999999999984e-001	-2.480000e-001
-2.459999999999984e-001	-2.460000e-001
-2.439999999999984e-001	-2.440000e-001
-2.419999999999984e-001	-2.420000e-001
-2.399999999999984e-001	-2.400000e-001
-2.379999999999984e-001	-2.380000e-001
-2.359999999999984e-001	-2.360000e-001
-2.339999999999984e-001	-2.340000e-001
-2.319999999999984e-001	-2.320000e-001
-2.299999999999984e-001	-2.300000e-001
-2.279999999999984e-001	-2.280000e-001
-2.259999999999984e-001	-2.260000e-001
-2.239999999999984e-001	-2.240000e-001
-2.219999999999984e-001	-2.220000e-001
-2.199999999999984e-001	-2.200000e-001
-2.179999999999984e-001	-2.180000e-001
-2.159999999999984e-001	-2.160000e-001
-2.139999999999984e-001	-2.140000e-001
-2.119999999999984e-001	-2.120000e-001
-2.099999999999984e-001	-2.100000e-001
-2.079999999999984e-001	-2.080000e-001
-2.059999999999984e-001	-2.060000e-001
-2.039999999999984e-001	-2.040000e-001
-2.019999999999984e-001	-2.020000e-001
-1.999999999999984e-001	-2.000000e-001
-1.979999999999984e-001	-1.980000e-001
-1.959999999999984e-001	-1.960000e-001
-1.939999999999984e-001	-1.940000e-001
-1.919999999999984e-001	-1.920000e-001
-1.899999999999984e-001	-1.900000e-001
-1.879999999999984e-001	-1.880000e-001
-1.859999999999984e-001	-1.860000e-001
-1.839999999999984e-001	-1.840000e-001
-1.819999999999984e-001	-1.820000e-001
-1.799999999999984e-001	-1.800000e-001
-1.779999999999984e-001	-1.780000e-001
-1.759999999999984e-001	-1.760000e-001
-1.739999999999984e-001	-1.740000e-001
-1.719999999999984e-001	-1.720000e-001
-1.699999999999984e-001	-1.700000e-001
-1.679999999999984e-001	-1.680000e-001
-1.659999999999984e-001	-1.660000e-001
-1.639999999999984e-001	-1.640000e-001
-1.619999999999984e-001	-1.620000e-001
-1.599999999999984e-001	-1.600000e-001
-1.579999999999984e-001	-1.580000e-001
-1.559999999999984e-001	-1.560000e-001
-1.539999999999984e-001	-1.540000e-001
-1.519999999999984e-001	-1.520000e-001
-1.499999999999984e-001	-1.500000e-001
-1.479999999999984e-001	-1.480000e-001
-1.459999999999984e-001	-1.460000e-001
-1.439999999999984e-001	-1.440000e-001
-1.419999999999984e-001	-1.420000e-001
-1.399999999999984e-001	-1.400000e-001
-1.379999999999984e-001	-1.380000e-001
-1.359999999999983e-001	-1.360000e-001
-1.339999999999983e-001	-1.340000e-001
-1.319999999999983e-001	-1.320000e-001
-1.299999999999983e-001	-1.300000e-001
-1.279999999999983e-001	-1.280000e-001
-1.259999999999983e-001	-1.260000e-001
-1.239999999999983e-001	-1.240000e-001
-1.219999999999983e-001	-1.220000e-001
-1.199999999999983e-001	-1.200000e-001
-1.179999999999983e-001	-1.180000e-001
-1.159999999999983e-001	-1.160000e-001
-1.139999999999983e-001	-1.140000e-001
-1.119999999999983e-001	-1.120000e-001
-1.099999999999983e-001	-1.100000e-001
-1.079999999999983e-001	-1.080000e-001
-1.059999999999983e-001	-1.060000e-001
-1.039999999999983e-001	-1.040000e-001
-1.019999999999983e-001	-1.020000e-001
-9.999999999999831e-002	-9.999999e-002
-9.799999999999831e-002	-9.800000e-002
-9.599999999999831e-002	-9.600000e-002
-9.399999999999831e-002	-9.400000e-002
-9.199999999999831e-002	-9.200000e-002
-8.999999999999830e-002	-9.000000e-002
-8.799999999999830e-002	-8.800000e-002
-8.599999999999830e-002	-8.600000e-002
-8.399999999999830e-002	-8.400000e-002
-8.199999999999830e-002	-8.199999e-002
-7.999999999999830e-002	-8.000000e-002
-7.799999999999829e-002	-7.799999e-002
-7.599999999999829e-002	-7.600000e-002
-7.399999999999829e-002	-7.400000e-002
-7.199999999999829e-002	-7.200000e-002
-6.999999999999829e-002	-7.000000e-002
-6.799999999999828e-002	-6.800000e-002
-6.599999999999828e-002	-6.600000e-002
-6.399999999999828e-002	-6.400000e-002
-6.199999999999828e-002	-6.200000e-002
-5.999999999999828e-002	-6.000000e-002
-5.799999999999828e-002	-5.800000e-002
-5.599999999999827e-002	-5.600000e-002
-5.399999999999827e-002	-5.400000e-002
-5.199999999999827e-002	-5.200000e-002
-4.999999999999827e-002	-5.000000e-002
-4.799999999999827e-002	-4.800000e-002
-4.599999999999826e-002	-4.600000e-002
-4.399999999999826e-002	-4.400000e-002
-4.199999999999826e-002	-4.200000e-002
-3.999999999999826e-002	-4.000000e-002
-3.799999999999826e-002	-3.800000e-002
-3.599999999999826e-002	-3.600000e-002
-3.399999999999825e-002	-3.400000e-002
-3.199999999999825e-002	-3.200000e-002
-2.999999999999825e-002	-3.000000e-002
-2.799999999999825e-002	-2.800000e-002
-2.599999999999825e-002	-2.600000e-002
-2.399999999999825e-002	-2.400000e-002
-2.199999999999824e-002	-2.200000e-002
-1.999999999999824e-002	-2.000000e-002
-1.799999999999824e-002	-1.800000e-002
-1.599999999999824e-002	-1.600000e-002
-1.399999999999824e-002	-1.400000e-002
-1.199999999999824e-002	-1.200000e-002
-9.999999999998238e-003	-1.000000e-002
-7.999999999998238e-003	-7.999999e-003
-5.999999999998238e-003	-6.000000e-003
-3.999999999998238e-003	-4.000000e-003
-1.999999999998238e-003	-2.000000e-003
1.762479051592436e-015	1.762479e-015
2.000000000001763e-003	2.000000e-003
4.000000000001763e-003	4.000000e-003
6.000000000001763e-003	6.000000e-003
8.000000000001763e-003	7.999999e-003
1.000000000000176e-002	1.000000e-002
1.200000000000176e-002	1.200000e-002
1.400000000000176e-002	1.400000e-002
1.600000000000176e-002	1.600000e-002
1.800000000000177e-002	1.800000e-002
2.000000000000177e-002	2.000000e-002
2.200000000000177e-002	2.200000e-002
2.400000000000177e-002	2.400000e-002
2.600000000000177e-002	2.600000e-002
2.800000000000177e-002	2.800000e-002
3.000000000000178e-002	3.000000e-002
3.200000000000178e-002	3.200000e-002
3.400000000000178e-002	3.400000e-002
3.600000000000178e-002	3.600000e-002
3.800000000000178e-002	3.800000e-002
4.000000000000178e-002	4.000000e-002
4.200000000000179e-002	4.200000e-002
4.400000000000179e-002	4.400000e-002
4.600000000000179e-002	4.600000e-002
4.800000000000179e-002	4.800000e-002
5.000000000000179e-002	5.000000e-002
5.200000000000180e-002	5.200000e-002
5.400000000000180e-002	5.400000e-002
5.600000000000180e-002	5.600000e-002
5.800000000000180e-002	5.800000e-002
6.000000000000180e-002	6.000000e-002
6.200000000000180e-002	6.200000e-002
6.400000000000181e-002	6.400000e-002
6.600000000000181e-002	6.600000e-002
6.800000000000181e-002	6.800000e-002
7.000000000000181e-002	7.000000e-002
7.200000000000181e-002	7.200000e-002
7.400000000000181e-002	7.400000e-002
7.600000000000182e-002	7.600000e-002
7.800000000000182e-002	7.799999e-002
8.000000000000182e-002	8.000000e-002
8.200000000000182e-002	8.199999e-002
8.400000000000182e-002	8.400000e-002
8.600000000000183e-002	8.600000e-002
8.800000000000183e-002	8.800000e-002
9.000000000000183e-002	9.000000e-002
9.200000000000183e-002	9.200000e-002
9.400000000000183e-002	9.400000e-002
9.600000000000183e-002	9.600000e-002
9.800000000000184e-002	9.800000e-002
1.000000000000018e-001	9.999999e-002
1.020000000000018e-001	1.020000e-001
1.040000000000018e-001	1.040000e-001
1.060000000000018e-001	1.060000e-001
1.080000000000018e-001	1.080000e-001
1.100000000000019e-001	1.100000e-001
1.120000000000019e-001	1.120000e-001
1.140000000000019e-001	1.140000e-001
1.160000000000019e-001	1.160000e-001
1.180000000000019e-001	1.180000e-001
1.200000000000019e-001	1.200000e-001
1.220000000000019e-001	1.220000e-001
1.240000000000019e-001	1.240000e-001
1.260000000000019e-001	1.260000e-001
1.280000000000019e-001	1.280000e-001
1.300000000000019e-001	1.300000e-001
1.320000000000019e-001	1.320000e-001
1.340000000000019e-001	1.340000e-001
1.360000000000019e-001	1.360000e-001
1.380000000000019e-001	1.380000e-001
1.400000000000019e-001	1.400000e-001
1.420000000000019e-001	1.420000e-001
1.440000000000019e-001	1.440000e-001
1.460000000000019e-001	1.460000e-001
1.480000000000019e-001	1.480000e-001
1.500000000000019e-001	1.500000e-001
1.520000000000019e-001	1.520000e-001
1.540000000000019e-001	1.540000e-001
1.560000000000019e-001	1.560000e-001
1.580000000000019e-001	1.580000e-001
1.600000000000019e-001	1.600000e-001
1.620000000000019e-001	1.620000e-001
1.640000000000019e-001	1.640000e-001
1.660000000000019e-001	1.660000e-001
1.680000000000019e-001	1.680000e-001
1.700000000000019e-001	1.700000e-001
1.720000000000019e-001	1.720000e-001
1.740000000000019e-001	1.740000e-001
1.760000000000019e-001	1.760000e-001
1.780000000000019e-001	1.780000e-001
1.800000000000019e-001	1.800000e-001
1.820000000000019e-001	1.820000e-001
1.840000000000019e-001	1.840000e-001
1.860000000000019e-001	1.860000e-001
1.880000000000019e-001	1.880000e-001
1.900000000000019e-001	1.900000e-001
1.920000000000019e-001	1.920000e-001
1.940000000000019e-001	1.940000e-001
1.960000000000019e-001	1.960000e-001
1.980000000000019e-001	1.980000e-001
2.000000000000019e-001	2.000000e-001
2.020000000000019e-001	2.020000e-001
2.040000000000019e-001	2.040000e-001
2.060000000000019e-001	2.060000e-001
2.080000000000019e-001	2.080000e-001
2.100000000000019e-001	2.100000e-001
2.120000000000019e-001	2.120000e-001
2.140000000000019e-001	2.140000e-001
2.160000000000019e-001	2.160000e-001
2.180000000000019e-001	2.180000e-001
2.200000000000019e-001	2.200000e-001
2.220000000000020e-001	2.220000e-001
2.240000000000020e-001	2.240000e-001
2.260000000000020e-001	2.260000e-001
2.280000000000020e-001	2.280000e-001
2.300000000000020e-001	2.300000e-001
2.320000000000020e-001	2.320000e-001
2.340000000000020e-001	2.340000e-001
2.360000000000020e-001	2.360000e-001
2.380000000000020e-001	2.380000e-001
2.400000000000020e-001	2.400000e-001
2.420000000000020e-001	2.420000e-001
2.440000000000020e-001	2.440000e-001
2.460000000000020e-001	2.460000e-001
2.480000000000020e-001	2.480000e-001
2.500000000000019e-001	2.500000e-001
2.520000000000019e-001	2.520000e-001
2.540000000000020e-001	2.540000e-001
2.560000000000020e-001	2.560000e-001
2.580000000000020e-001	2.580000e-001
2.600000000000020e-001	2.600000e-001
2.620000000000020e-001	2.620000e-001
2.640000000000020e-001	2.640000e-001
2.660000000000020e-001	2.660000e-001
2.680000000000020e-001	2.680000e-001
2.700000000000020e-001	2.700000e-001
2.720000000000020e-001	2.720000e-001
2.740000000000020e-001	2.740000e-001
2.760000000000020e-001	2.760000e-001
2.780000000000020e-001	2.780000e-001
2.800000000000020e-001	2.800000e-001
2.820000000000020e-001	2.820000e-001
2.840000000000020e-001	2.840000e-001
2.860000000000020e-001	2.860000e-001
2.880000000000020e-001	2.880000e-001
2.900000000000020e-001	2.900000e-001
2.920000000000020e-001	2.920000e-001
2.940000000000020e-001	2.940000e-001
2.960000000000020e-001	2.960000e-001
2.980000000000020e-001	2.980000e-001
3.000000000000020e-001	3.000000e-001
3.020000000000020e-001	3.020000e-001
3.040000000000020e-001	3.040000e-001
3.060000000000020e-001	3.060000e-001
3.080000000000020e-001	3.080000e-001
3.100000000000020e-001	3.100000e-001
3.120000000000020e-001	3.120000e-001
3.140000000000020e-001	3.140000e-001
3.160000000000020e-001	3.160000e-001
3.180000000000020e-001	3.180000e-001
3.200000000000020e-001	3.200000e-001
3.220000000000020e-001	3.220000e-001
3.240000000000020e-001	3.240000e-001
3.260000000000020e-001	3.260000e-001
3.280000000000020e-001	3.280000e-001
3.300000000000020e-001	3.300000e-001
3.320000000000020e-001	3.320000e-001
3.340000000000020e-001	3.340000e-001
3.360000000000020e-001	3.360000e-001
3.380000000000020e-001	3.380000e-001
3.400000000000020e-001	3.400000e-001
3.420000000000020e-001	3.420000e-001
3.440000000000020e-001	3.440000e-001
3.460000000000020e-001	3.460000e-001
3.480000000000020e-001	3.480000e-001
3.500000000000020e-001	3.500000e-001
3.520000000000020e-001	3.520000e-001
3.540000000000020e-001	3.540000e-001
3.560000000000020e-001	3.560000e-001
3.580000000000020e-001	3.580000e-001
3.600000000000020e-001	3.600000e-001
3.620000000000020e-001	3.620000e-001
3.640000000000020e-001	3.640000e-001
3.660000000000021e-001	3.660000e-001
3.680000000000021e-001	3.680000e-001
3.700000000000021e-001	3.700000e-001
3.720000000000021e-001	3.720000e-001
3.740000000000021e-001	3.740000e-001
3.760000000000021e-001	3.760000e-001
3.780000000000021e-001	3.780000e-001
3.800000000000021e-001	3.800000e-001
3.820000000000021e-001	3.820000e-001
3.840000000000021e-001	3.840000e-001
3.860000000000021e-001	3.860000e-001
3.880000000000021e-001	3.880000e-001
3.900000000000021e-001	3.900000e-001
3.920000000000021e-001	3.920000e-001
3.940000000000021e-001	3.940000e-001
3.960000000000021e-001	3.960000e-001
3.980000000000021e-001	3.980000e-001
4.000000000000021e-001	4.000000e-001
4.020000000000021e-001	4.020000e-001
4.040000000000021e-001	4.040000e-001
4.060000000000021e-001	4.060000e-001
4.080000000000021e-001	4.080000e-001
4.100000000000021e-001	4.100000e-001
4.120000000000021e-001	4.120000e-001
4.140000000000021e-001	4.140000e-001
4.160000000000021e-001	4.160000e-001
4.180000000000021e-001	4.180000e-001
4.200000000000021e-001	4.200000e-001
4.220000000000021e-001	4.220000e-001
4.240000000000021e-001	4.240000e-001
4.260000000000021e-001	4.260000e-001
4.280000000000021e-001	4.280000e-001
4.300000000000021e-001	4.300000e-001
4.320000000000021e-001	4.320000e-001
4.340000000000021e-001	4.340000e-001
4.360000000000021e-001	4.360000e-001
4.380000000000021e-001	4.380000e-001
4.400000000000021e-001	4.400000e-001
4.420000000000021e-001	4.420000e-001
4.440000000000021e-001	4.440000e-001
4.460000000000021e-001	4.460000e-001
4.480000000000021e-001	4.480000e-001
4.500000000000021e-001	4.500000e-001
4.520000000000021e-001	4.520000e-001
4.540000000000021e-001	4.540000e-001
4.560000000000021e-001	4.560000e-001
4.580000000000021e-001	4.580000e-001
4.600000000000021e-001	4.600000e-001
4.620000000000021e-001	4.620000e-001
4.640000000000021e-001	4.640000e-001
4.660000000000021e-001	4.660000e-001
4.680000000000021e-001	4.680000e-001
4.700000000000021e-001	4.700000e-001
4.720000000000021e-001	4.720000e-001
4.740000000000021e-001	4.740000e-001
4.760000000000021e-001	4.760000e-001
4.780000000000022e-001	4.780000e-001
4.800000000000022e-001	4.800000e-001
4.820000000000022e-001	4.820000e-001
4.840000000000022e-001	4.840000e-001
4.860000000000022e-001	4.860000e-001
4.880000000000022e-001	4.880000e-001
4.900000000000022e-001	4.900000e-001
4.920000000000022e-001	4.920000e-001
4.940000000000022e-001	4.940000e-001
4.960000000000022e-001	4.960000e-001
4.980000000000022e-001	4.980000e-001
5.000000000000021e-001	5.000000e-001
5.020000000000021e-001	5.020000e-001
5.040000000000021e-001	5.040000e-001
5.060000000000021e-001	5.060000e-001
5.080000000000021e-001	5.080000e-001
5.100000000000021e-001	5.100000e-001
5.120000000000021e-001	5.120000e-001
5.140000000000021e-001	5.140000e-001
5.160000000000021e-001	5.160000e-001
5.180000000000021e-001	5.180000e-001
5.200000000000021e-001	5.200000e-001
5.220000000000021e-001	5.220000e-001
5.240000000000021e-001	5.240000e-001
5.260000000000021e-001	5.260000e-001
5.280000000000021e-001	5.280000e-001
5.300000000000021e-001	5.300000e-001
5.320000000000021e-001	5.320000e-001
5.340000000000021e-001	5.340000e-001
5.360000000000021e-001	5.360000e-001
5.380000000000021e-001	5.380000e-001
5.400000000000021e-001	5.400000e-001
5.420000000000022e-001	5.420000e-001
5.440000000000022e-001	5.440000e-001
5.460000000000022e-001	5.460000e-001
5.480000000000022e-001	5.480000e-001
5.500000000000022e-001	5.500000e-001
5.520000000000022e-001	5.520000e-001
5.540000000000022e-001	5.540000e-001
5.560000000000022e-001	5.560000e-001
5.580000000000022e-001	5.580000e-001
5.600000000000022e-001	5.600000e-001
5.620000000000022e-001	5.620000e-001
5.640000000000022e-001	5.640000e-001
5.660000000000022e-001	5.660000e-001
5.680000000000022e-001	5.680000e-001
5.700000000000022e-001	5.700000e-001
5.720000000000022e-001	5.720000e-001
5.740000000000022e-001	5.740000e-001
5.760000000000022e-001	5.760000e-001
5.780000000000022e-001	5.780000e-001
5.800000000000022e-001	5.800000e-001
5.820000000000022e-001	5.820000e-001
5.840000000000022e-001	5.840000e-001
5.860000000000022e-001	5.860000e-001
5.880000000000022e-001	5.880000e-001
5.900000000000022e-001	5.900000e-001
5.920000000000022e-001	5.920000e-001
5.940000000000022e-001	5.940000e-001
5.960000000000022e-001	5.960000e-001
5.980000000000022e-001	5.980000e-001
6.000000000000022e-001	6.000000e-001
6.020000000000022e-001	6.020000e-001
6.040000000000022e-001	6.040000e-001
6.060000000000022e-001	6.060000e-001
6.080000000000022e-001	6.080000e-001
6.100000000000022e-001	6.100000e-001
6.120000000000022e-001	6.120000e-001
6.140000000000022e-001	6.140000e-001
6.160000000000022e-001	6.160000e-001
6.180000000000022e-001	6.180000e-001
6.200000000000022e-001	6.200000e-001
6.220000000000022e-001	6.220000e-001
6.240000000000022e-001	6.240000e-001
6.260000000000022e-001	6.260000e-001
6.280000000000022e-001	6.280000e-001
6.300000000000022e-001	6.300000e-001
6.320000000000022e-001	6.320000e-001
6.340000000000022e-001	6.340000e-001
6.360000000000022e-001	6.360000e-001
6.380000000000022e-001	6.380000e-001
6.400000000000022e-001	6.400000e-001
6.420000000000022e-001	6.420000e-001
6.440000000000022e-001	6.440000e-001
6.460000000000022e-001	6.460000e-001
6.480000000000022e-001	6.480000e-001
6.500000000000022e-001	6.500000e-001
6.520000000000022e-001	6.520000e-001
6.540000000000023e-001	6.540000e-001
6.560000000000023e-001	6.560000e-001
6.580000000000023e-001	6.580000e-001
6.600000000000023e-001	6.600000e-001
6.620000000000023e-001	6.620000e-001
6.640000000000023e-001	6.640000e-001
6.660000000000023e-001	6.660000e-001
6.680000000000023e-001	6.680000e-001
6.700000000000023e-001	6.700000e-001
6.720000000000023e-001	6.720000e-001
6.740000000000023e-001	6.740000e-001
6.760000000000023e-001	6.760000e-001
6.780000000000023e-001	6.780000e-001
6.800000000000023e-001	6.800000e-001
6.820000000000023e-001	6.820000e-001
6.840000000000023e-001	6.840000e-001
6.860000000000023e-001	6.860000e-001
6.880000000000023e-001	6.880000e-001
6.900000000000023e-001	6.900000e-001
6.920000000000023e-001	6.920000e-001
6.940000000000023e-001	6.940000e-001
6.960000000000023e-001	6.960000e-001
6.980000000000023e-001	6.980000e-001
7.000000000000023e-001	7.000000e-001
7.020000000000023e-001	7.020000e-001
7.040000000000023e-001	7.040000e-001
7.060000000000023e-001	7.060000e-001
7.080000000000023e-001	7.080000e-001
7.100000000000023e-001	7.100000e-001
7.120000000000023e-001	7.120000e-001
7.140000000000023e-001	7.140000e-001
7.160000000000023e-001	7.160000e-001
7.180000000000023e-001	7.180000e-001
7.200000000000023e-001	7.200000e-001
7.220000000000023e-001	7.220000e-001
7.240000000000023e-001	7.240000e-001
7.260000000000023e-001	7.260000e-001
7.280000000000023e-001	7.280000e-001
